text,score,timestamp
"Memuaskan selalu pelayanan di Shopee,,, kurir dan barang sesuai Terimakasih Shopee",5,2025-10-16 01:20:48
sangat membantu,5,2025-10-16 01:17:48
"pengiriman makin hari makin lama😓,sm spaylater jg kita ga ada ngajuin kok tiba2 ada saldony...gimana sih",5,2025-10-16 01:13:54
aplikasi nya bagus aman dan mudah untuk pembelian barang gua kasi 5 🌟,5,2025-10-16 01:13:48
tidak pernah gagal pesan d shopee,5,2025-10-16 01:13:01
"terlalu sering belanja di Shopee malah sekarang jadi gak bisa buat belanja lagi, setiap kali ceckout selalu di batalin sama pihak Shopee,, semoga aja ini cepat membaik",2,2025-10-16 01:12:14
aplikasi yang sangat aman dan amanah,5,2025-10-16 01:09:00
bagus,5,2025-10-16 01:08:04
Shopee number one,5,2025-10-16 01:07:16
mantap,5,2025-10-16 01:05:22
"ka spaylater lagi eror kah,,ini mau bayar pake paylater knpa gk bisa ya nggk muncul token pin nya",5,2025-10-16 01:01:15
baru coba,4,2025-10-16 00:58:59
kenapa yh GK bsa dftr spaylater.pdhl butuh,4,2025-10-16 00:57:53
keren,5,2025-10-16 00:55:34
cukup memuaskan,5,2025-10-16 00:55:10
mantap lahh,5,2025-10-16 00:51:06
"update lagi app nya, kenapa saya gak bisa ngumpulkan koin emasnya dari login harian ataupun dari hadiah telur emas juga gak bisa",1,2025-10-16 00:50:00
tolong donk kalau jualan yg bener pedagangnya banyak yg nakal,1,2025-10-16 00:48:38
"parah!!! edit: ga usah repot2 pura2 mau cek kendala, kendala lu berjibun! cek aja berdasarkan alamat email. kalau ada bintang NOL BESAR udah gw klik itu si nol besar buat elu, pee",1,2025-10-16 00:47:13
potong terus koinnya gak bakalan nambah🤣🤣🤣,3,2025-10-16 00:46:31
100% god job,5,2025-10-16 00:46:16
barang selalu realpick dan banyak gratis ongkir,5,2025-10-16 00:34:57
👍👍🧡🤍🧡🤍,5,2025-10-16 00:34:20
mantap,5,2025-10-16 00:33:49
shopee banyak gratis ongkir,5,2025-10-16 00:33:24
mantap,5,2025-10-16 00:33:09
tempat belanja online yg sangat bagus,5,2025-10-16 00:32:41
maaf tapi kok ga bisa pake dana?,4,2025-10-16 00:32:37
👍,5,2025-10-16 00:30:28
iklan sangat ganggu dan maksa,1,2025-10-16 00:30:04
bagus,3,2025-10-16 00:29:22
aplikasi nya bgs bisa belnja kpn saja,5,2025-10-16 00:29:21
Aplikasinya bagus sekali dan banyak gratis ongkir nya,5,2025-10-16 00:26:06
"sangat puas dengan ada nya aplikasi shopee,harga jauh lebih murah,barang yang saya pesan original...pertahankan kwalitas dan kwamntitas...",5,2025-10-16 00:25:39
Cakeeeep dah!!,5,2025-10-16 00:25:24
baru awal 4 dulu yaa..😁,4,2025-10-16 00:24:03
terbaik pokoknya,5,2025-10-16 00:22:14
shopee banyak menguntungkan saya,5,2025-10-16 00:22:08
sangat berguna,5,2025-10-16 00:20:33
sangat memuaskan,5,2025-10-16 00:18:09
sangat membantu sekali,5,2025-10-16 00:16:39
apk di buka mesti diarahkan ke shopee live / shopee video gak jelas penyakit dari dulu belum di fix.,1,2025-10-16 00:14:20
mantap,5,2025-10-16 00:12:36
"Lama-lama suka belanja di Shopee. murah, gratis ongkir, dan byk voucher. Saya udah beli voucher VIP byk diskonnya tp sayang dibatasi waktunya dr mulai 1 jam hingga 3 hari. Pdhl kita belanja kan kalo ada uang dan butuh. Mohon dipanjangkan lagi batas waktu vouchernya ya. biar bs belanja terus di Shopee",5,2025-10-16 00:05:22
aplikasi bikin lag masak aplikasi di close masih makan ram 1gb di background bikin lag aja masak setiap buka shopee mau keluar harus paksa henti apk shopee nya biar gak hidup di background,1,2025-10-16 00:03:02
"iklannya bikin ganggu, jadi ga nyaman",1,2025-10-15 23:58:09
good lah,5,2025-10-15 23:57:45
"no coment, yg penting udh bintang 5. thx !!!",5,2025-10-15 23:56:56
mantap,5,2025-10-15 23:50:56
Megaulia,5,2025-10-15 23:50:37
mantap,5,2025-10-15 23:47:52
mantep emang,5,2025-10-15 23:46:46
godejob,5,2025-10-15 23:42:55
"kasian sama amang driver Shopee udah system nya korup pungli gede gedean, on bit dari pagi sampe tengah malem dikasih 4 orderan",1,2025-10-15 23:42:28
Puas h zjeleks Del,5,2025-10-15 23:41:20
menarik,5,2025-10-15 23:39:55
"makin kesini makin lambat pengirimannya, sebelumnya waktu kerja sama sama JNT bagus pengiriman cepat , tetapi setelah JNT sudah tidak ada pengirimannya super lambat , kalau shopee express tidak mampu cover jangan dipaksain , segera perbaiki sistem kerjanya",1,2025-10-15 23:37:54
I like it,5,2025-10-15 23:36:59
kalo udah lewat pengiriman cargo jnt susah d kirim nya padahal udah nyampe ke lokasi gudang nya alasan nunggu paket lain d kirm,1,2025-10-15 23:35:39
barang bagus mantap sesuai pesanan 5 bintang dipilih tulis,5,2025-10-15 23:33:45
"gak jelas cod tidak dapat di gunakan karena penolakan cod padahal gua beli cod barang rusak nya kayak apa gua terima gak marah marah,gua aja beli lcd rusak gua bayarin",1,2025-10-15 23:33:16
bagus,5,2025-10-15 23:32:42
"UPDATE TERUS TAPI VIDEO PATAH PATAH PADAHAL APLIKASI LAIN LANCAR SEMUA & AWAL BUKA APLIKASI LANGSUNG VIDEO BIKIN LEMOT AJA ..... JASA PENGIRIMAN LEMOT,LELET ,PELAN SEKALI",5,2025-10-15 23:32:33
kalo menurut aku bagus bgt,5,2025-10-15 23:31:37
sangat bermanfaat,5,2025-10-15 23:29:24
sesuai apa yang dipesan MANTAP!!!!!!👍🏻👍🏻👍🏻👍🏻,5,2025-10-15 23:28:35
Shopee Sampai saat ini bagus semoga tetap menjaga kualitas dan kepercayaan konsumen,5,2025-10-15 23:20:39
sedih...balsis mulu... di buat co.. di batalin sopi mulu... vocer gede gk bisa di pake... akun sembuh nya lama.....udah 2 bln blum sembuh,1,2025-10-15 23:14:15
"tolong ya utk agen shopee pusat,, kasih peringatan utk seluruh kurir SPX, barang belum sampai tapi diretur sendiri sma kurir SPX nya !! Kurg ajar gak tuh kurir SPX",1,2025-10-15 23:11:23
bagus,5,2025-10-15 23:11:19
apk good and kumplit plit plit..... pliiiiiiiiitttttt..... sangat membatu kaum rebahan yg mager...gerrr gerrrrrrrrr.......kung...,5,2025-10-15 23:06:46
saya kasih Bintaang satu karena akun shoppe saya tidak bisa di kembalikan sudah sampai jam 00.00 gua kerjakan capek woy mau belanja resikonya ada saja gak guna bng*****,1,2025-10-15 23:06:14
"saya selalu belanja di shoppe, punya pengalaman tidak menyenangkan di toko ijo yg sebelah... saya tertipu tetapi saat komplain tidak membantu samasekali cs nya",5,2025-10-15 23:05:44
mantap,5,2025-10-15 23:05:08
mantap,5,2025-10-15 23:03:52
akusih yes,5,2025-10-15 23:01:02
mantap,5,2025-10-15 22:59:15
Saya suka,5,2025-10-15 22:57:17
saya tidak suka ada video di apk shopee. boros quota. aplikasi juga berat kalau mau keluar susah . apk ini kaya maksa suruh di buka . lemot ngelag. louding lama.,1,2025-10-15 22:56:57
enak bgt beli di shopee dari pada toko offline soalnya murah bgt dan gak perlu capek2 keluar rumah.,5,2025-10-15 22:55:38
"SAAT KERANJANG PENUH, DAN INGIN MENGHAPUS BEBERAPA BARANG SUSAH SEKALI SEPERTI NGE-LAG..",1,2025-10-15 22:54:50
ngelag kalo scroll udah lama.,3,2025-10-15 22:54:32
"Nah update terbaru sekarang udah bagus udah gak berat seperti dulu lagi dan udah gak ada langsung di tujuin ke live video pas masuk, sekarang jauh lebih nyaman digunakan pengguna sudah lancar ga bikin emosi lagi karena gangguan loading lama dan macet nya sudah hilang",5,2025-10-15 22:53:20
ook,5,2025-10-15 22:52:02
iklan nya dimana-mana gangu bikin tab berubah.. ga ada ahlak.. lu ga perlu ngiklan trus buka apk klo emng bau blanja juga buka sendiri sialan,2,2025-10-15 22:50:34
keren,5,2025-10-15 22:49:20
selalu siap siaga,5,2025-10-15 22:48:48
the best pokoknya,5,2025-10-15 22:47:33
👍🏻👍🏻,5,2025-10-15 22:45:50
good job,5,2025-10-15 22:45:47
mantap,5,2025-10-15 22:42:52
Viyamusick,5,2025-10-15 22:41:54
cukup tau,1,2025-10-15 22:38:54
kenapa ya sering lemot kadang banyak iklan.,5,2025-10-15 22:37:05
mantap baget,5,2025-10-15 22:34:06
ini betulan gratis ongkir?,5,2025-10-15 22:30:31
"loading nyaaaaa... ngelihat produk, suka berubah sendiri.. tombol kembali hp kadang gak bisa.. perbaiki yaaa.. nnti saya tambah bintangnya..",3,2025-10-15 22:30:09
power bank soak dijual dishopee tidak bisa dikembalikan,1,2025-10-15 22:29:26
mantap,5,2025-10-15 22:27:32
sangat membantu...sukses selalu Shopee Indonesia,5,2025-10-15 22:27:07
ailovyou sopi🥰🫰,5,2025-10-15 22:26:16
shopee pkokx mntp aplikasi terpercaya,5,2025-10-15 22:25:54
"Saya sudah lama pakai Shopee dan sejauh ini sangat puas! Aplikasinya mudah digunakan, tampilannya menarik, dan fitur-fiturnya lengkap banget. Mulai dari belanja kebutuhan harian, elektronik, sampai fashion semua ada di sini. Pengiriman cepat, banyak promo menarik, gratis ongkir juga sangat membantu.",5,2025-10-15 22:25:32
saya sukadengan shopee karnamurah cepet dan kurir nya ramah mantap,5,2025-10-15 22:19:31
banyak korupsinya pesanan instant tpi di gabung dengan pesanan instant lain nya kadang gak tanggung² di gabungin pesanan instant 5 pembeli mah bayar dengan full shopee bayar ke drivernya paling 25%,1,2025-10-15 22:19:23
Keren,5,2025-10-15 22:16:54
👍,5,2025-10-15 22:16:05
mantaaplp,5,2025-10-15 22:15:46
susah belanja online cod,1,2025-10-15 22:14:11
Paraaaah loading lamaa..,5,2025-10-15 22:14:03
Barang yang dipesan sesuai dengan yang dikirim Pengiriman barang nya sesuai targetnya,5,2025-10-15 22:12:08
yoyoiii lahhh,5,2025-10-15 22:12:05
"ko banyak nge bug nya sih di hp samsung padahal memori banyak ,tapi sering bug,tiba tiba gak bisa kembali kalau di klik harus nungggu lama,banyak ngeleg,buruk padahal sering updat kalau ada updat",1,2025-10-15 22:08:07
"ingin bertanya,,,Apakah shoppe indonesia bisa mengirim paket pesanan kealamat diluar negri sperti kemalaysia?",3,2025-10-15 22:06:14
Sangat baik,5,2025-10-15 22:05:31
gak bisa bayar pakai shopeepaylater,2,2025-10-15 22:04:57
"spaylater saya bisa buat belanja barang, tapi tidak bisa di gunakan untuk memesan shopee food",5,2025-10-15 22:03:21
"JELEKKKK! Kurir nya ga jelas, jelek intinya, status pesanan paket saya sudah di terima, tapi saya tidak menerima paket, keluarga saya tidak menerima paket, paket sampai di jam 21:20 saya kluar rumah di teras mepet jam 21:20, tidak ada kurir yang datang ke rumah saya, maupun tetangga saya, saya sudah keliling mencari paket saya ke tetangga yang lain dan tidak ada yang menerima, jelek bgt, udh berapa kali kejadian begini",2,2025-10-15 22:01:32
".., её от., м , переименуйте ... её",5,2025-10-15 21:57:59
terbaiklah shopee 👐😊🎉,5,2025-10-15 21:52:17
mantap,5,2025-10-15 21:50:41
Kurir Terlama Sejagat Raya,1,2025-10-15 21:49:25
gamenya jelek,1,2025-10-15 21:47:26
mesen apa saja cepat sampai,5,2025-10-15 21:46:40
sebenarnya bagus dan membantu tapi lemot dan banyak iklan,4,2025-10-15 21:46:09
mantap,5,2025-10-15 21:44:42
"awalnya suka banget sama shopee tapi setelah platinum sering terjadi pembatalan pesanan dari sistem shopee karena sering pakai voucher, terus gunanya dikasih voucher apa min??",1,2025-10-15 21:44:17
"Ada yang mau nikah denganku? tinggal di Karanganyar tidak enak, tidak seperti tinggal di kota besar seperti Jakarta atau Yogyakarta tempat kelahiran ayah ibuku. di sini tetangganya berisik, banyak pemotor melaju kencang di jalan sempit dan ada toa masjid juga pedagang asongan atau kelontong yang juga pakai toa. aku punya masalah dengan sekolahan kalau tidak percaya tanya saja pendatang lain yang juga datang ke sini.",5,2025-10-15 21:44:14
shopee membantu kemudahan setiap saya belanja,5,2025-10-15 21:43:39
belanja hemat dan mudah suka sekali,5,2025-10-15 21:43:33
mantap,5,2025-10-15 21:42:05
aplikasi nya udh bagus bngt padahal tapi udh ga bisa order di luar indo padahal saya sering bngt pesen apa2 di luar indo karna kualitas ny terjamin dari pada di indo🥺,4,2025-10-15 21:41:42
gue ngak suka banget aplikasi ini beda dengan aplikasi lazada yg pengantarannya sangat cepat dan amanah dan untuk aplikasi ini kedepannya tambah kan sidik jari biar ngak capek capek buka kunci,2,2025-10-15 21:41:33
"aplikasi yang sangat berguna bagi saya jika ada apa² pasti terantar,saya suka sekali saya merekomendasikan aplikasi ini untuk anda!!!",5,2025-10-15 21:40:45
"skrg shope lelet x lebih jls apakah sblah, sy sdh jrg blnja dsni",3,2025-10-15 21:40:11
sangat puas,5,2025-10-15 21:40:11
"aku sudah sering sekali belanja di Shopee ini ,karena : bertanggung jawab penuh,aman,amanah,sangat memuaskan,harga product2 apa saja lebih murah dibanding toko2 lain,lagian ada garansi pengembalian product/dapat diretur,jika product tsb tidak-sesuai deskripsi/memuaskan...aku sudah mengalaminya ber-kali2 dan dibantu Team Shopee & Choki...sampai sekarang aku tetap belanja product apa saja di Shopee ini ,saat ini levelku Platinum...Thanks Team Shopee & Choki....majjuu terruss,jayyaaaa 🙏 🙏 👍 👍",5,2025-10-15 21:40:05
mantul,5,2025-10-15 21:40:01
sangat memuaskan...👍👍👍,5,2025-10-15 21:39:32
beli barang buat kebutuhan kendaran bermotor,5,2025-10-15 21:39:23
shope memberikan yg terbaik mudah dalam berbelanja,5,2025-10-15 21:39:12
mksh sudah banyak bantu,5,2025-10-15 21:38:47
bagus,5,2025-10-15 21:38:34
"setiap buka shopee lama sekali padahal internet lancar..lemot..dikit2 harus update, setelah update lama kalau buka",3,2025-10-15 21:35:35
aplikasi yang sangat bagus,5,2025-10-15 21:35:08
samsung j200g ngga bisa masuk,1,2025-10-15 21:35:06
sangat bagus pengiriman cepat kurirnya ramah,5,2025-10-15 21:31:56
biar bintang yg menilai,5,2025-10-15 21:30:00
aplikasi nya jelek banget,5,2025-10-15 21:29:25
👍,5,2025-10-15 21:28:40
"Jasa kirimnya jelek sering lambat gak tepat waktu khusus luar Jawa, jadi males belanja,.",1,2025-10-15 21:27:47
mantap,5,2025-10-15 21:26:18
sangat puas belanja di sinih,5,2025-10-15 21:26:06
Top lah,5,2025-10-15 21:25:13
🫵🫵👌👌👌,5,2025-10-15 21:23:17
Kren,5,2025-10-15 21:22:59
banyak mau🤮,1,2025-10-15 21:22:45
"gimana ini pengiriman nya, dari Minggu kemarin ngestuck di Jawa ayo dong shopee tingkat kan kurir mu jangan gunakan spx Yang ada orang pindah aplikasi sebelah, saran aja pakai jnt kembali",1,2025-10-15 21:21:16
"shopee tempat belanja yg memuaskan, barang yg di kirim sesuai pesanan, tepat waktu, produk produk nya sangat banyak dan berkualitas, sukses selalu buat shopee.",5,2025-10-15 21:17:42
pesanan suka tiba2 terbatalkan otomatis oleh Shopee padahal gk dibatalin,3,2025-10-15 21:15:42
kurang menangkap jaringan jadi agak lelet liat life,5,2025-10-15 21:15:17
sangat membantu bagi saya untuk mencari kebutuhan,5,2025-10-15 21:14:01
terbaik,5,2025-10-15 21:12:37
belanja aman dan mudah ga pake ribet.,5,2025-10-15 21:11:50
Belanja mudah gk usah kemana mana,5,2025-10-15 21:10:49
proses cepat,5,2025-10-15 21:06:24
"kwalitas bagus,baru dan murah sesuai pesanan dan pengiriman cepat bisa order terus..mudah2an berkah dan sukses untuk semuanya Amin",5,2025-10-15 21:06:07
"Perusahaan tidak amanah, 2 kali beli hp voucher nya ngk bisa di pakai 😄, sdh chat tlpn cs, ngk di kasih solusi dan komunikasi, bicara nya saja di bantu follow up, pdhl ngk 💩",1,2025-10-15 21:06:00
beli di shoopy sangatlah senang banyak gratis ongkir,5,2025-10-15 21:03:30
oke,1,2025-10-15 21:02:02
"paylater saya kenapa kok dibekukan dan sampai sekarang masih belum aktif,kan Maslah nya sdh selesai dari tahun lalu sampai sekarang belum juga aktif, solusi nya sangat buruk sekali dan gini saya gak bisa belanja lagi 🤦🤦🤦👎👎👎",1,2025-10-15 21:01:29
barang di pesan selalu bagus mantap,5,2025-10-15 20:59:41
"puas,,,dengan ongkir paling murah di on line shop",5,2025-10-15 20:59:31
polll tenan maseh,5,2025-10-15 20:59:19
bagus banget,5,2025-10-15 20:59:06
"Terakhir kali pesen via aplikasi ini sangat menjengkelkan, pesen barang dari Senin pagi sampe Rabu malam ini belum juga nyampe padahal kirim dari Jateng, dimana dihari yg sama sy pesen jaket dari toko ijo sebelah tp pesanan sudah sampe kemaren hari Selasa sore padahal kirim dari jabar, gaada gunanya sedikit lebih murah klo pengiriman sangat lama, customers tidak butuh itu. Ini akibat toko online merangkap punya jasa pengiriman sendiri, tidak seperti toko ijo yg profesional hanya fokus ditoko",1,2025-10-15 20:57:46
mantap jaya terus shoope,5,2025-10-15 20:57:19
"segalanya jadi praktis n instan, krna kehadiran shoope",5,2025-10-15 20:54:06
bagus Alhamdulillah,5,2025-10-15 20:51:11
berkualitas,5,2025-10-15 20:51:05
"semua sudah ok, sisa 1 aja, kalo spaylater saya acc baru mantap🙏",4,2025-10-15 20:50:30
Jelek banget attitudenya Ga pernah ngutang Di spam terus Heh Nagih tuh ke yang ngutang Kau pikir orang ga punya urusan,1,2025-10-15 20:50:10
sangat baik,5,2025-10-15 20:49:57
menguntungkan,5,2025-10-15 20:49:47
oke,5,2025-10-15 20:48:56
komplit dlm memenuhi kebutuhan sy.,5,2025-10-15 20:48:46
ok,5,2025-10-15 20:48:21
"ga pernah ada masalah dg semua pesanannya, cuma masalahnya dg kurirnya setiap ngantar ga prn ada yg namanya senyum slalu jutek",5,2025-10-15 20:47:41
sangat berguna sekali untuk berbelanja,5,2025-10-15 20:44:05
pesanan cepat sampai tujuan,5,2025-10-15 20:43:33
sangat puas,5,2025-10-15 20:43:21
sangat puas,5,2025-10-15 20:39:48
good jobb membantu,5,2025-10-15 20:39:26
"skrg pengiriman lama ga kya dulu, pkoknya shopee yng skrg kacauuuu",1,2025-10-15 20:38:34
baik,5,2025-10-15 20:37:31
sangat membantu,5,2025-10-15 20:36:15
bagus,5,2025-10-15 20:36:11
sangat puas,5,2025-10-15 20:36:09
sangat membantu,5,2025-10-15 20:35:05
"aplikasi yang bagus digunakan ongkir pun murah tapi, ada tapinya nih, tapi kadang pesan barang itu GK sesuai sama difoto ntahh itu barang apa atau apapun gitu, mohon shopee hrus ditinjak lnjuti untuk toko SPT itu hrus sat set, okai see you",5,2025-10-15 20:34:58
oke,1,2025-10-15 20:34:04
ekspedisinya kurang terkontrol merugikan pembeli dan penjual,1,2025-10-15 20:33:44
apik,5,2025-10-15 20:33:24
saya sangat tertarik dengan barang barang yg murah di shopee 🥰,5,2025-10-15 20:30:40
sanggat bgus,5,2025-10-15 20:30:39
iklan lu dmana mana ganggu banget,1,2025-10-15 20:28:50
sangat bagus,5,2025-10-15 20:27:18
Responsif dan banyak pilihan,5,2025-10-15 20:25:34
mantap,5,2025-10-15 20:25:10
shopy oke,5,2025-10-15 20:19:16
shopee sll buat puas costumer masya Allah,5,2025-10-15 20:18:32
sangat membantu dalam berbelanja..aplikasi yang sangat bagus,5,2025-10-15 20:17:35
shopee sangat bagus kita bisa membeli belanjaan tanpa harus keluar rumah,5,2025-10-15 20:17:34
barang bagus sesuai pesanan,4,2025-10-15 20:16:54
bagus membantu walaupun dipelosok negeri,5,2025-10-15 20:15:20
bermanfaat sekali,5,2025-10-15 20:13:16
"belanja online nyaman di sini, banyak promo dan bebas ongkir, trimakasih",5,2025-10-15 20:13:04
fani RamaDani,5,2025-10-15 20:12:18
banyak penipu,1,2025-10-15 20:12:17
baik,5,2025-10-15 20:10:34
kurir SPX Instan tolong perbaiki lagi shopee,3,2025-10-15 20:09:51
senang,5,2025-10-15 20:09:45
a great and perfect,5,2025-10-15 20:06:56
sangat cocok untuk belanja online,5,2025-10-15 20:06:47
banyak banget pilih an mu beli di sini semuanya ada terus smpai pada tujuan tepat dan pokok nya favorit ku deh,5,2025-10-15 20:04:45
"Kecewa dengan ulah kurirnya, dr SPX. Sy ga pernah menolak paket, dibilang penerima menolak paket.. akhirnya paket dikirim balik ke pembeli. alasan ga bisa dikirim ulang. biasanya bisa ada percobaan kirim ulang.",1,2025-10-15 20:04:38
"sangat"" buruk☺️☺️ setelah ini GK akan pakai shopee lagi ☺️",1,2025-10-15 20:02:35
banyak promonya,5,2025-10-15 20:01:35
kecewa dengan Shopi,1,2025-10-15 20:00:46
Aplikasi berbelanja santai dan bergaransi,5,2025-10-15 20:00:44
cepat tanggap,5,2025-10-15 19:59:15
lumayan dari pada lu manyun,4,2025-10-15 19:59:15
Revalina,4,2025-10-15 19:57:21
"Jam tanganya bagus,pelayanan bagus,barang yg di pesan sesuai harapan kemasan rapi dan aman.",5,2025-10-15 19:57:15
cukup menarik,5,2025-10-15 19:56:58
ok bgt,5,2025-10-15 19:56:00
puas belanja berlangganan dengan Shopee,5,2025-10-15 19:54:09
bagus,5,2025-10-15 19:53:27
sampe saat ini belum mengecewakan dan puas dengan layanannya.,5,2025-10-15 19:53:07
"Lebih bagus lagi di adakan pembayaran menggunakan qrist kayak apk sebelah, jdi untuk memesan makanan atau apapun jadi gampang",4,2025-10-15 19:52:19
"aplikasi aneh, saya mau pakai shope lagi setelah beberapa bulan menghapusnya, namun saat verifikasi disuruh scan kode QR dengan akun yang ingin saya pakai, bagaimana cara untuk scan jika akunnya saja belum saya pakai?",1,2025-10-15 19:49:26
baik,5,2025-10-15 19:48:58
lemot,1,2025-10-15 19:48:36
Mantab,5,2025-10-15 19:48:02
👎,1,2025-10-15 19:47:22
T.O.P B.G.T,5,2025-10-15 19:45:22
senang banget belanja di shoppe 😊 apalagi kalo dapat potongan harga 😊😊,5,2025-10-15 19:45:17
pesanan sesuai yg di pesan.tepst waktu dan kondisi pesanan baik,5,2025-10-15 19:44:38
"Pelayanan sudah, tapi ongkirnya masih kemahalan dan spaylater saya sampai sekarang belum bisa",2,2025-10-15 19:44:16
semenjak beralih ke shopee express pengeriman lama sekali,1,2025-10-15 19:43:57
Harga barang murah juga pengiriman juga gak lama banget dan datangnya juga termasuk cepat,5,2025-10-15 19:42:32
bagus untuk belanja online,4,2025-10-15 19:42:24
ongkir shoope skarang murah dan sangat terbaik 👍👍👍👍,5,2025-10-15 19:41:42
dengan Shopi mudah belanja,5,2025-10-15 19:41:36
"paket selalu nyangkut di jakarta timur Cakung 2 dan banyak kasus yang hilang isi paketnya, saran jangan lagi pakai aplikasi shope kalau nominal nya di atas 500",1,2025-10-15 19:40:13
shoppe memudahkan kita blnja online,5,2025-10-15 19:39:03
oke moga berkah shopey makin sukses selalu,5,2025-10-15 19:38:14
"saran saya, kembalikan lagi kurir dari jnt karena saya merasa muak dengan adanya spx sekarang. kerja nya lambat ngantar nya lama, nelpon customer ga mau, sebaiknya berhentikan saja spx dalam Shopee",1,2025-10-15 19:38:05
MURAH-MURAH,5,2025-10-15 19:36:29
the best,5,2025-10-15 19:35:48
Cinta mati sama si shopee nee,5,2025-10-15 19:35:45
bagussss,5,2025-10-15 19:35:20
ok,5,2025-10-15 19:35:06
pokoknya bagus,4,2025-10-15 19:34:52
mempermudah belanja,5,2025-10-15 19:33:57
sangatt mempermudah pembelian,5,2025-10-15 19:32:56
mantap apk ini,5,2025-10-15 19:32:15
dishoppe semua ada . mudah dlm pengembalian barang atau pun dana. cuman sayang masih blm maksimal dlm memfilter toko abal2,5,2025-10-15 19:30:33
pengiriman cepat,5,2025-10-15 19:29:54
"apklikasi tolol, jasa kirim sampah dapet pesanan shiping proses melulu sampah sampah spx najis",1,2025-10-15 19:28:08
makin sini pengiriman makin buruk pelayanan nyaa.,1,2025-10-15 19:27:10
Iklan mengganggu handphone saya,5,2025-10-15 19:26:17
tiba-tiba akun saya di batasi dan tidak bisa di pulihkan dengan alasan yg sebenernya tidak saya lakukan,1,2025-10-15 19:24:55
Bunganya kecilin dikit la pee shopee wkwk,5,2025-10-15 19:24:49
"sekarang sudah lebih baik, mungkin lebih bagus lagi, kalo bisa bayar pakai qris/barcode",5,2025-10-15 19:24:00
pembelian yang sangat mudah..,5,2025-10-15 19:23:28
keren banget,4,2025-10-15 19:22:59
alhamdulillah sesuai pesanan,5,2025-10-15 19:22:39
barangnya sesuai pesanan dan amana dan jg bisa cod,5,2025-10-15 19:22:18
"klau bisa ks kemudahan dn potongan dlm belajan onlie,trus kartel2,,brg2 kw(palsu buat list y,,biar bgi yg awam tdk mudah terkecoh dlm memebeli barang2,di online shope.",5,2025-10-15 19:21:43
sangat bagus,5,2025-10-15 19:21:02
🔥🔥😋,5,2025-10-15 19:21:00
"kenapa ya sekarang saya tidak bisa cod,padahal saya amanah kalo cod,,tolong aktifkan kembali cod agar saya bisa menikmati belanja lagi di shopee..",5,2025-10-15 19:19:40
di tarik jadi uwang,5,2025-10-15 19:19:18
Sangat puas,5,2025-10-15 19:19:05
ok,5,2025-10-15 19:18:07
jelek,1,2025-10-15 19:17:33
baguss ga ada masalah di aku,5,2025-10-15 19:17:23
"Saya kasih bintang 1, kurir nya sangat lambat sekali untuk mengantar paket,tidak ramah,masi kebingungan nanyak alamat customer. sudah jelas situ udah lengkap,sudah kasih tau alamat lengkap customer,tapi Masi aja nanyak nanyak lagi,dan gak sesuai dengan jadwal pengantaran. tolong perbarui sistem kurirnya nya..supaya tidak seperti ini lagi,kalo bisa sat set,jangan lemot banget!",1,2025-10-15 19:16:19
lebih membantu,5,2025-10-15 19:16:17
bagus kesenuanya,5,2025-10-15 19:15:43
mantap,5,2025-10-15 19:15:35
bagus buat live jualan,5,2025-10-15 19:15:11
ok,5,2025-10-15 19:14:40
suka,5,2025-10-15 19:14:40
"sangat membantu dalam kebutuhan saya, pelayanan yg baik dan apl ini sangat menjadi rekomendasi yg baik dalam mengatasi kebutuhan👍👍👍",5,2025-10-15 19:13:56
shopee membantu bgt,3,2025-10-15 19:13:23
"Mantab, diskon besar 😁",5,2025-10-15 19:13:11
"kecewa belanja d shopee,barang rusak jual..mau d retur k tokonya malah ga bisa....sangat kecewa",1,2025-10-15 19:11:58
coba shopee.. video unboxing kan wajib yah kalau mau komplen. tp pas mau upload video ny pasti memori kebesaran. ribet bgt hrs edit mandiri dulu.. gimana kek apa bisa di editin dr aplikasi shopee nya atau memori nya jangan kekecilan. mau biar cepet ngirim ke wa penjual kan ga semua penjual mau kasi.,3,2025-10-15 19:11:11
simple dan aman,5,2025-10-15 19:10:44
bagus 👍,5,2025-10-15 19:10:20
banyak discon ongkir,5,2025-10-15 19:10:00
sangat membantu,5,2025-10-15 19:09:10
aplikasi belanja online terbaik,5,2025-10-15 19:08:56
sangat buruk,1,2025-10-15 19:08:54
ok,5,2025-10-15 19:08:38
mantap,5,2025-10-15 19:08:26
Belanja murah banyak promo hanya di sini 😘,5,2025-10-15 19:08:13
"bagus,,bisa COD",5,2025-10-15 19:08:13
membantu banget buat kaum magerannnn keluar,5,2025-10-15 19:07:10
sebenarnya suka banget sama app ini tapi kok akhir2 ini setiap buka aplikasi terus buka saya selalu lari ke toko skintific. sangat mengganggu sekali,2,2025-10-15 19:07:02
kereeeen👍🏻,5,2025-10-15 19:05:28
mantaap,5,2025-10-15 19:03:51
belanja di shopee enak,5,2025-10-15 19:03:46
